Days,Level,Seed_Method,Model,NSE (↑),R2 (↑),Sim (↑),RMSE (↓),MAE (↓),NMAE (↓)
3D,HIGH,SPLINE,LN,0.9295965219570071,0.9295965219569854,0.9742686973187444,1.1120762641631183,0.8259626220226288,0.0270880978943152
3D,HIGH,SPLINE,Lasso,0.9269971544498824,0.9269971544498596,0.9737414426323246,1.130614048095936,0.8427840368588765,0.0276646935877284
3D,HIGH,SPLINE,RF,0.9383717540703904,0.9383717540703712,0.976171023461536,1.0403936115639325,0.7619026659977436,0.0250088205354615
3D,HIGH,SPLINE,Ridge,0.9295963560054674,0.9295963560054454,0.974268645749111,1.1120777185433766,0.825964292860031,0.0270881529905065
3D,HIGH,SPLINE,SVR,0.93922942628953,0.9392294262895112,0.9761397723663578,1.0451062148728003,0.7665858674218982,0.0250309646759008
3D,HIGH,SPLINE,XGB,0.936118880583538,0.9361188805835184,0.9755126379392188,1.066820925947081,0.7871368137041728,0.0257123171449039
5D,LOW,LINEAR,Ada,0.6335543331592018,0.6335543331590516,0.9405282135308066,1.499480869778732,1.1555505606499945,0.0658647262724527
5D,LOW,LINEAR,DT,0.5187872970030063,0.5187872970028062,0.9371820912734488,1.706334649427257,1.2379833405613898,0.0709215415827052
5D,LOW,LINEAR,GB,0.752907468134725,0.7529074681346227,0.9557873242620804,1.2249823753057911,0.848267255862749,0.0484876391596112
5D,LOW,LINEAR,KNN,0.7128156006204123,0.7128156006202933,0.952012952411853,1.3187854042554132,0.9247875282764434,0.0529286334471688
5D,LOW,LINEAR,LGBM,0.7546349844084062,0.7546349844083046,0.9560634376381691,1.2210217082204855,0.842424901399621,0.0481781504276531
5D,LOW,LINEAR,LN,0.7398623516294147,0.7398623516293075,0.9539679195494508,1.259478270312667,0.884968641281128,0.0505331283451226
5D,LOW,LINEAR,Lasso,0.739477483789931,0.7394774837898234,0.9539189490083068,1.2600621391380615,0.8859485862255095,0.0505895125787274
5D,LOW,LINEAR,RF,0.7143229241029833,0.7143229241028647,0.951911886260336,1.3147785042657678,0.9263017881390808,0.053014769320111
5D,LOW,LINEAR,Ridge,0.7398622669504615,0.7398622669503543,0.9539678540783304,1.2594784187459616,0.8849698810577392,0.0505331964995458
5D,LOW,LINEAR,SVR,0.7520338538127428,0.7520338538126399,0.9565907076684714,1.2258954616410376,0.8335319550245386,0.0476726373481257
5D,LOW,LINEAR,XGB,0.7412231089610417,0.7412231089609345,0.9550075197713982,1.255400130847368,0.8645371890068054,0.0494564277980612
5D,LOW,MEAN,Ada,0.6404760240859454,0.6404760240857981,0.9413384442338532,1.4863085402199443,1.139643125803524,0.0649508053267077
5D,LOW,MEAN,DT,0.5213789767185014,0.5213789767183027,0.938255873379686,1.7047867078491197,1.2178748784320694,0.0697932445468002
5D,LOW,MEAN,GB,0.7526062180497676,0.7526062180496653,0.9555737557894431,1.226058208307038,0.8524192438203986,0.0487087892863616
5D,LOW,MEAN,KNN,0.7076536717023099,0.7076536717021886,0.9515282817359976,1.3309912121245109,0.9349374895095826,0.0534959491836524
5D,LOW,MEAN,LGBM,0.7543333088116471,0.7543333088115454,0.9560040000425288,1.220783341382608,0.8433630370748679,0.0482433784472564
5D,LOW,MEAN,LN,0.7397618434441314,0.7397618434440241,0.9538964395526622,1.2596600646467178,0.8863254623413085,0.0506069091645756
5D,LOW,MEAN,Lasso,0.7394911931864556,0.7394911931863482,0.9538812106331604,1.259972453648289,0.8866525068283081,0.0506274500569925
5D,LOW,MEAN,RF,0.7168358370472228,0.7168358370471054,0.9517519380877604,1.3098499125535907,0.9289228459778036,0.0531379401288102
5D,LOW,MEAN,Ridge,0.7397617525257181,0.7397617525256107,0.9538963680604926,1.25966022563489,0.8863268010616301,0.050606983627746
5D,LOW,MEAN,SVR,0.7496978902655844,0.7496978902654805,0.9562842193739246,1.2313347413122069,0.8397657404840462,0.0480168883194246
5D,LOW,MEAN,XGB,0.7471267349646677,0.747126734964563,0.9553284127163224,1.2416972705453948,0.8572932283878325,0.049047237522262
5D,LOW,SPLINE,Ada,0.6416720438084967,0.6416720438083501,0.9415451961794123,1.4825797042765174,1.1362479630384796,0.0647070003202307
5D,LOW,SPLINE,DT,0.4767167942188769,0.476716794218658,0.9362308732730564,1.7721384649014256,1.2628041873176892,0.0724246283105975
5D,LOW,SPLINE,GB,0.755127935074262,0.7551279350741609,0.9558869029975712,1.2194847207117914,0.8457820828266726,0.048355118539182
5D,LOW,SPLINE,KNN,0.70956252381908,0.7095625238189596,0.951884538034468,1.3271219043370917,0.9281375391483306,0.0531085877657839
5D,LOW,SPLINE,LGBM,0.7561930742017754,0.7561930742016744,0.9563924263289764,1.2165014882282632,0.8357855800310434,0.0478242779219808
5D,LOW,SPLINE,LN,0.6997036240187028,0.6997036240185797,0.950108926045162,1.3495658766521867,0.967148004770279,0.0550329562867674
5D,LOW,SPLINE,Lasso,0.6988155495025586,0.6988155495024351,0.9500092795457116,1.351428457762197,0.9692551951408384,0.0551496413431384
5D,LOW,SPLINE,RF,0.7168959198557855,0.7168959198556681,0.9519707563866824,1.3093767121145343,0.9246476040186802,0.0529219756855566
5D,LOW,SPLINE,Ridge,0.6997041899940406,0.6997041899939175,0.9501089152555248,1.3495644992029745,0.9671480607986452,0.0550329599023768
5D,LOW,SPLINE,SVR,0.7537406562191307,0.7537406562190286,0.9567432860464,1.221889427625643,0.8303024807148139,0.0474932202443421
5D,LOW,SPLINE,XGB,0.7481632192859968,0.7481632192858925,0.9555243969174988,1.2382317047953428,0.8532302241325378,0.048830374253139
5D,MED,LINEAR,Ada,0.7509607750229554,0.7509607750228475,0.9522654474929108,1.494752381899909,1.1706711606875495,0.0517859499362576
5D,MED,LINEAR,DT,0.6637596086278891,0.6637596086277314,0.9497420076724252,1.7201618989903444,1.2471250159399847,0.0555100789739575
5D,MED,LINEAR,GB,0.8305379541221528,0.8305379541220745,0.963500936464132,1.21983728467594,0.8847057744917606,0.0392123438492667
5D,MED,LINEAR,KNN,0.8050857964024728,0.8050857964023829,0.9602767345514236,1.3195668102877036,0.9727500127213344,0.0428594198954031
5D,MED,LINEAR,LGBM,0.8373446789805339,0.8373446789804582,0.9646161890642758,1.1905964334608667,0.8551831375698941,0.0379825148006508
5D,MED,LINEAR,LN,0.8190701817007493,0.8190701817006677,0.9622482541348896,1.2726955427328497,0.9207247740541186,0.0406526985306281
5D,MED,LINEAR,Lasso,0.815818019430451,0.8158180194303679,0.96179105159045,1.286064139934194,0.9327076528753552,0.0411638617958578
5D,MED,LINEAR,RF,0.8354213550560509,0.8354213550559754,0.964326350284631,1.208689568882512,0.8645846403479576,0.03832388021177
5D,MED,LINEAR,Ridge,0.8190704546476258,0.8190704546475439,0.9622482235676388,1.272694746352639,0.9207254905019489,0.0406527258994438
5D,MED,LINEAR,SVR,0.8336765483924378,0.8336765483923608,0.964738884534311,1.2109991580547006,0.8580826621811192,0.0379219959422375
5D,MED,LINEAR,XGB,0.8289889415128472,0.8289889415127678,0.9635431635245056,1.226792489648299,0.8835542279992785,0.0391928127379056
5D,MED,MEAN,Ada,0.7460417304775574,0.7460417304774484,0.95158912389003,1.5097024599208992,1.1905865481227773,0.052534725427592
5D,MED,MEAN,DT,0.6779656433762323,0.6779656433760827,0.9504999159342654,1.6815031158439513,1.2278928917305811,0.0545008868525412
5D,MED,MEAN,GB,0.8281438826584132,0.8281438826583339,0.96289535315283,1.225806038632286,0.8995811828160402,0.0398613659605211
5D,MED,MEAN,KNN,0.8065802351351429,0.8065802351350538,0.9602262587905904,1.3122091187505347,0.9734285899400712,0.0428944952317387
5D,MED,MEAN,LGBM,0.8396159014250825,0.8396159014250072,0.9645214951388106,1.174164036782609,0.8549714487290168,0.0380467217850735
5D,MED,MEAN,LN,0.8184429117740527,0.8184429117739705,0.9616104940217906,1.2735632516545508,0.9374286562715256,0.0413152234049229
5D,MED,MEAN,Lasso,0.8157928940956545,0.8157928940955711,0.9611607997337738,1.285085615614019,0.9488970318181176,0.0418103500242363
5D,MED,MEAN,RF,0.8371269742590478,0.8371269742589721,0.96436878259985,1.1954939704761494,0.8624214257674556,0.0382502307232743
5D,MED,MEAN,Ridge,0.8184432689656805,0.8184432689655984,0.9616104738725992,1.273562319622007,0.9374290700980594,0.041315239043755
5D,MED,MEAN,SVR,0.8324784666103123,0.832478466610235,0.9640779777252756,1.21328706201829,0.8733476135095681,0.038613892117814
5D,MED,MEAN,XGB,0.8313713858724489,0.8313713858723696,0.9638419880596129,1.2074895818437927,0.8742758406060082,0.038856607086772
5D,MED,SPLINE,Ada,0.7424478581613092,0.7424478581611982,0.9514293232512324,1.5331616036383162,1.2001467552626313,0.0527497118101153
5D,MED,SPLINE,DT,0.6452181169885867,0.6452181169884229,0.9486561601573944,1.776079937146238,1.285446431347302,0.0568288651714147
5D,MED,SPLINE,GB,0.8197379501711987,0.8197379501711193,0.9625810191656444,1.2912113060933603,0.9223917958228268,0.0403163287614905
5D,MED,SPLINE,KNN,0.7974704665165682,0.7974704665164773,0.9596751627795498,1.364920955135585,0.9967464319978442,0.0435875380611451
5D,MED,SPLINE,LGBM,0.8314762515176356,0.8314762515175593,0.9639841260374268,1.234993540972821,0.880264050667735,0.0387221082460779
5D,MED,SPLINE,LN,0.7826183152685836,0.7826183152684908,0.9586769862269304,1.4068615548072911,1.032010230200631,0.0447764025040442
5D,MED,SPLINE,Lasso,0.7798718386023217,0.7798718386022282,0.9583147992253938,1.4170028644649189,1.0393847781249457,0.0451856682302231
5D,MED,SPLINE,RF,0.8264966806454045,0.826496680645327,0.96357150601782,1.2618871245332437,0.8926117812590937,0.0392207659575305
5D,MED,SPLINE,Ridge,0.7826188313645337,0.782618831364441,0.9586769922361194,1.4068601149269184,1.032009957551956,0.0447763897570931
5D,MED,SPLINE,SVR,0.8233573250148474,0.8233573250147694,0.9637374984298648,1.2861374953985951,0.8960929046955185,0.0391165190659433
5D,MED,SPLINE,XGB,0.8273667553229693,0.8273667553228917,0.9634123791085102,1.2571112820988657,0.8966484882831575,0.0393776167063703
5D,HIGH,LINEAR,Ada,0.8757664787303134,0.875766478730291,0.9658446711130314,1.4400933570447865,1.1176424251865922,0.0363514329110748
5D,HIGH,LINEAR,DT,0.8756667767248988,0.875666776724876,0.9667578645157257,1.4839603836951525,1.08457001789093,0.035514930904573
5D,HIGH,LINEAR,GB,0.9391414799703334,0.9391414799703228,0.9759402148245314,1.0619868406373754,0.7746687395375078,0.0252480318950669
5D,HIGH,LINEAR,KNN,0.9229240691504986,0.922924069150485,0.9724930337558814,1.2017600477922832,0.8896700038433074,0.0289914903933601
5D,HIGH,LINEAR,LGBM,0.9419759576628935,0.9419759576628834,0.9766227501810256,1.0337797921511749,0.7513916586817438,0.0245029409708241
5D,HIGH,LINEAR,LN,0.9368634017685112,0.9368634017684998,0.975490839501126,1.0716244227473517,0.7871096003055574,0.0257331635672387
5D,HIGH,LINEAR,Lasso,0.9351634902650724,0.9351634902650612,0.975153716663576,1.0853498961638286,0.7975104245567322,0.0261055173660019
5D,HIGH,LINEAR,RF,0.9408527025640078,0.9408527025639972,0.9764894155123236,1.0424718495830805,0.755419601114273,0.0246517322182773
5D,HIGH,LINEAR,Ridge,0.9368633880501528,0.9368633880501416,0.9754908264616208,1.07162490241379,0.7871100008487701,0.0257331776078106
5D,HIGH,LINEAR,SVR,0.9419202185687344,0.941920218568724,0.9766996477472352,1.0332488318426485,0.7487160388042892,0.0244288847944396
5D,HIGH,LINEAR,XGB,0.9394202981392316,0.939420298139221,0.9760935347648406,1.0595873438553445,0.7698243398761748,0.0250772977191891
5D,HIGH,MEAN,Ada,0.8592507750186084,0.8592507750185823,0.9651750694712748,1.4664849212636042,1.142742464214021,0.0371879580153462
5D,HIGH,MEAN,DT,0.8793157835629651,0.8793157835629433,0.9668507436759232,1.4783576653895851,1.0830900250530242,0.0354032623915814
5D,HIGH,MEAN,GB,0.9379947890448552,0.9379947890448443,0.9756639837313836,1.071204540973728,0.7839654216302858,0.0255479773599592
5D,HIGH,MEAN,KNN,0.923373704607987,0.9233737046079736,0.9725445705217934,1.1969502722879573,0.888118013496399,0.0289321991567778
5D,HIGH,MEAN,LGBM,0.9415094892711494,0.9415094892711392,0.9764565436770496,1.0373778812889165,0.7563546634017717,0.0246775643470937
5D,HIGH,MEAN,LN,0.9347188472015652,0.9347188472015536,0.9750783133214496,1.091490592812829,0.8019550498771667,0.0261924483046529
5D,HIGH,MEAN,Lasso,0.933311621351002,0.93331162135099,0.9748126879210076,1.101739722527577,0.8094148026561737,0.0264872698049123
5D,HIGH,MEAN,RF,0.9402725977398942,0.9402725977398838,0.9763610312727116,1.046091819289375,0.7595825999743937,0.024790475579296
5D,HIGH,MEAN,Ridge,0.9347188739237844,0.9347188739237728,0.9750783073383764,1.0914907886932317,0.8019552136230469,0.0261924548294711
5D,HIGH,MEAN,SVR,0.9398632195243928,0.9398632195243825,0.9761722839456318,1.0552298234570652,0.768543993397132,0.0250077628743364
5D,HIGH,MEAN,XGB,0.9392872102158184,0.939287210215808,0.9759321827597968,1.0592234887044745,0.7746338954734803,0.0252368737609181
5D,HIGH,SPLINE,Ada,0.8643631363713108,0.864363136371286,0.9647958448106309,1.476920445114418,1.1558205311751104,0.0375450529665725
5D,HIGH,SPLINE,DT,0.8813132862830377,0.8813132862830169,0.9670375619663056,1.474674793771659,1.077460011844635,0.0351991106382464
5D,HIGH,SPLINE,GB,0.9372223009917682,0.9372223009917572,0.9755683917542252,1.079168205558571,0.787507804276867,0.0256559536766605
5D,HIGH,SPLINE,KNN,0.9182216854485576,0.9182216854485435,0.9714644613021792,1.2445225735246987,0.9269640025520324,0.0301098233855186
5D,HIGH,SPLINE,LGBM,0.9416517490550677,0.9416517490550576,0.9764763147641408,1.0379310937195851,0.7564913287408095,0.0246554547140969
5D,HIGH,SPLINE,LN,0.925841849209444,0.9258418492094312,0.9734970576289916,1.1707911703413092,0.8573910601520538,0.0279310612426785
5D,HIGH,SPLINE,Lasso,0.924693072875422,0.9246930728754088,0.9732644102938014,1.177458473215364,0.8633199238014222,0.0281848673290037
5D,HIGH,SPLINE,RF,0.9406453259865668,0.9406453259865564,0.976413953696836,1.043011107964189,0.7573047997684479,0.0247301269705731
5D,HIGH,SPLINE,Ridge,0.9258419397081156,0.9258419397081026,0.9734970492503224,1.1707906595389883,0.857391181268692,0.0279310689078627
5D,HIGH,SPLINE,SVR,0.9390497247601052,0.9390497247600944,0.9760558179926748,1.0638419083123014,0.7721018335080168,0.025129870251606
5D,HIGH,SPLINE,XGB,0.938313949222861,0.9383139492228504,0.9758397497923876,1.0681815184759431,0.7785255456447601,0.0253479385889965
7D,LOW,LINEAR,Ada,0.6491533756420906,0.6491533756419915,0.9394501307833524,1.4945350017743273,1.1740457392984214,0.0669323392717752
7D,LOW,LINEAR,DT,0.5274939587128031,0.5274939587126681,0.9369876421947938,1.7250815295768205,1.2435863209622249,0.0712406193296539
7D,LOW,LINEAR,GB,0.7690216684543754,0.7690216684543097,0.955684383612816,1.2078126791835555,0.8475748127993069,0.0484931595222901
7D,LOW,LINEAR,KNN,0.7284905405685329,0.7284905405684556,0.951472495622808,1.3075392084057331,0.9330803317683084,0.0534209542982343
7D,LOW,LINEAR,LGBM,0.7643044021337262,0.7643044021336591,0.9554756628164734,1.2194895297043364,0.8520594862967956,0.0487839986957805
7D,LOW,LINEAR,LN,0.7587300282498181,0.7587300282497497,0.9545314187208996,1.2370592239665903,0.8714897504874637,0.0498242363425648
7D,LOW,LINEAR,Lasso,0.7587107271525244,0.758710727152456,0.9543777288958696,1.2371069526080225,0.8742981110300336,0.0499827133042959
7D,LOW,LINEAR,RF,0.7254266389694856,0.7254266389694073,0.9507271688189938,1.3165268109427084,0.9477771588843532,0.0542417963561049
7D,LOW,LINEAR,Ridge,0.7587300807202172,0.7587300807201488,0.9545313704895276,1.2370590594446051,0.8714905994279043,0.0498242856759585
7D,LOW,LINEAR,SVR,0.7658961335759287,0.765896133575862,0.9561739204719216,1.2148899859586484,0.8393047880923659,0.0480255832641599
7D,LOW,LINEAR,XGB,0.7547222325497333,0.7547222325496634,0.954812821033958,1.244665541667749,0.8665590005261558,0.0496038215497789
7D,LOW,MEAN,Ada,0.6475018164035651,0.6475018164034649,0.93954804641593,1.4954202278273612,1.1703103899792635,0.0668607675599722
7D,LOW,MEAN,DT,0.5191543278421639,0.5191543278420266,0.93691599728219,1.7406954916928092,1.246834098384494,0.0714016425091708
7D,LOW,MEAN,GB,0.7673274895510522,0.7673274895509861,0.9554260382573552,1.210902671918712,0.8522898295071544,0.0487811397831024
7D,LOW,MEAN,KNN,0.7290376345914871,0.7290376345914098,0.9512608760932608,1.3038176046826857,0.9365535759925844,0.0536199140303391
7D,LOW,MEAN,LGBM,0.7691881958558542,0.7691881958557885,0.9559327881991182,1.2043341495751885,0.8423400083896342,0.0482389035449685
7D,LOW,MEAN,LN,0.7603445973464189,0.7603445973463507,0.9546436232012316,1.2302909028238334,0.8683671597072056,0.049679710405047
7D,LOW,MEAN,Lasso,0.7602954735055303,0.7602954735054622,0.9544912190533764,1.2305378902036244,0.8711915453842709,0.0498378090450353
7D,LOW,MEAN,RF,0.72655758674147,0.7265575867413918,0.9510702011982816,1.3104434020272993,0.9409644100648856,0.053864105172
7D,LOW,MEAN,Ridge,0.7603447124467834,0.7603447124467152,0.9546435762136956,1.2302906074388082,0.8683679856572831,0.0496797576290323
7D,LOW,MEAN,SVR,0.7604550021007257,0.7604550021006575,0.955578775869678,1.2274236360088335,0.8510905710186047,0.0487208097209734
7D,LOW,MEAN,XGB,0.7559842074541787,0.7559842074541091,0.9549581985226544,1.237095494619978,0.8630468228885106,0.0494246799111659
7D,LOW,SPLINE,Ada,0.6452997114928377,0.6452997114927372,0.9394825969577149,1.50192376980401,1.1729562097739936,0.0669736167565358
7D,LOW,SPLINE,DT,0.5509475657022038,0.5509475657020771,0.937687482027824,1.6918881203644056,1.2284680343100003,0.0702004405950965
7D,LOW,SPLINE,GB,0.7687290329023737,0.7687290329023078,0.955713243955528,1.2067938703028729,0.8469252486223561,0.0484605370214095
7D,LOW,SPLINE,KNN,0.7356365660023834,0.7356365660023079,0.952014401412486,1.2879773885346963,0.9213660587583268,0.0527462056494253
7D,LOW,SPLINE,LGBM,0.7670675609615036,0.7670675609614372,0.9557633273941488,1.2107233200912275,0.8461239723200442,0.048440826626151
7D,LOW,SPLINE,LN,0.6947043646153552,0.6947043646152686,0.946771045626289,1.3851990412601842,1.0326669890539986,0.0586723950542184
7D,LOW,SPLINE,Lasso,0.693278305425292,0.6932783054252051,0.9465555222028366,1.387693064375842,1.0370352705887385,0.0589126456359921
7D,LOW,SPLINE,RF,0.724754781283337,0.7247547812832584,0.9510444231520268,1.314164454206432,0.9419264194353552,0.0539069970863033
7D,LOW,SPLINE,Ridge,0.6947040400155136,0.694704040015427,0.946770956632868,1.3851997192232242,1.0326686801229203,0.0586724917271728
7D,LOW,SPLINE,SVR,0.7663750405797689,0.7663750405797022,0.9564178136020816,1.2131926823047847,0.834748112006984,0.0477680953296862
7D,LOW,SPLINE,XGB,0.7544154701706264,0.7544154701705563,0.9549538464058364,1.244928343233318,0.8640406545570919,0.0494516852846814
7D,MED,LINEAR,Ada,0.7516318045069914,0.751631804506908,0.9511365119957936,1.520903864092404,1.2020429453474846,0.0530295000455518
7D,MED,LINEAR,DT,0.6663018914047095,0.6663018914045935,0.9491911220949002,1.7196139832329125,1.2602041003655415,0.0560809140559778
7D,MED,LINEAR,GB,0.8282695407610002,0.8282695407609381,0.962471362387847,1.21656103891849,0.9013281984836709,0.0403179651278873
7D,MED,LINEAR,KNN,0.7982076854211743,0.7982076854211012,0.9591032086853708,1.3225462431145785,0.9917602083026148,0.0441475828955444
7D,MED,LINEAR,LGBM,0.8341419272984847,0.8341419272984243,0.9632646154553424,1.1924589130489964,0.8820140653639943,0.0394200040394976
7D,MED,LINEAR,LN,0.8159595238108276,0.8159595238107621,0.9609354427528974,1.2640123636956628,0.941324323002173,0.0420589591162878
7D,MED,LINEAR,Lasso,0.8130920720656566,0.8130920720655901,0.96050137492493,1.27284348863342,0.9507036590576172,0.0425397328520699
7D,MED,LINEAR,RF,0.8336981728417833,0.8336981728417233,0.962970960890383,1.205831984785095,0.8925693838693659,0.0397409875467363
7D,MED,LINEAR,Ridge,0.8159601510924235,0.8159601510923579,0.960935460446322,1.2640108042883131,0.941323980701213,0.042058932682933
7D,MED,LINEAR,SVR,0.831165449945423,0.8311654499453612,0.963405587247391,1.1989705227943794,0.8795966008053002,0.039315287715945
7D,MED,LINEAR,XGB,0.8249374208558968,0.8249374208558332,0.962402276465249,1.22537414079874,0.902835025337278,0.0404261801893269
7D,MED,MEAN,Ada,0.752994539139647,0.7529945391395637,0.9514281819155302,1.511656961758131,1.194100554439951,0.0527018122605573
7D,MED,MEAN,DT,0.6580054652741442,0.6580054652740225,0.948693580358115,1.7128960169881886,1.2655229661780962,0.0566421485915597
7D,MED,MEAN,GB,0.8275290314222186,0.8275290314221563,0.9624917863435783,1.2169181580132231,0.9008125005780468,0.0403063312094356
7D,MED,MEAN,KNN,0.7956663893586758,0.7956663893586017,0.958958460464804,1.324552003127462,0.9939387948294076,0.0443168328360341
7D,MED,MEAN,LGBM,0.8341215750340145,0.8341215750339541,0.9633798279658944,1.1888505628430477,0.8782159756306929,0.039300678743922
7D,MED,MEAN,LN,0.8172364905994158,0.8172364905993508,0.9610459146687964,1.262086209227924,0.9399171317353542,0.0419331122165053
7D,MED,MEAN,Lasso,0.8146113146000664,0.8146113146000001,0.9606435483273,1.2701851039522,0.9484367365983069,0.0423783734061861
7D,MED,MEAN,RF,0.8313642513545468,0.8313642513544856,0.9630759230771618,1.2024787171686333,0.887600762567958,0.0396525229659921
7D,MED,MEAN,Ridge,0.817236868476397,0.8172368684763319,0.9610459088410164,1.2620851078724074,0.9399172612598964,0.041933112645954
7D,MED,MEAN,SVR,0.8295218039957684,0.8295218039957062,0.9632829692090285,1.205370862669034,0.8831715693212747,0.0394684662962329
7D,MED,MEAN,XGB,0.8261216935861432,0.8261216935860799,0.9626891960247608,1.2142460592644309,0.8950913487891762,0.040114195787382
7D,MED,SPLINE,Ada,0.7499347911560642,0.749934791155982,0.9510041887949688,1.5520322719084958,1.2142626517755626,0.0532407369313158
7D,MED,SPLINE,DT,0.6674113757702628,0.6674113757701485,0.949177809832934,1.7508049847918146,1.2650765434211615,0.0561505291312177
7D,MED,SPLINE,GB,0.8259023817624797,0.8259023817624176,0.9619928952128428,1.2451881572552028,0.9190122142712464,0.0408643726298741
7D,MED,SPLINE,KNN,0.7945943617069825,0.7945943617069097,0.9584000278288568,1.3553716894198131,1.0163188914498504,0.0449471449271929
7D,MED,SPLINE,LGBM,0.8326159930837053,0.8326159930836449,0.9630005502242432,1.2163202139747955,0.8930008899837201,0.0397354187832354
7D,MED,SPLINE,LN,0.7586098242301604,0.7586098242300824,0.9552808162307672,1.5117786227359031,1.117492170601475,0.0487452064853093
7D,MED,SPLINE,Lasso,0.7560219103979768,0.7560219103978978,0.954991133777846,1.515903254207299,1.1220723316620806,0.0490716083138226
7D,MED,SPLINE,RF,0.831826505873748,0.8318265058736876,0.9629290226863308,1.2240807739463304,0.896556121104834,0.0398306494365861
7D,MED,SPLINE,Ridge,0.75861129677137,0.7586112967712921,0.955280891437723,1.5117748547787124,1.117490204134766,0.0487451090875225
7D,MED,SPLINE,SVR,0.8274452836747088,0.8274452836746471,0.9626166070143392,1.2420135401822987,0.9083733460519234,0.0402192185333961
7D,MED,SPLINE,XGB,0.8233449437252507,0.8233449437251873,0.9619590492517668,1.2488190805319237,0.9191115691467208,0.0409236634589411
7D,HIGH,LINEAR,Ada,0.8663535065930066,0.8663535065929893,0.9656858723437896,1.4427993239487795,1.121740486427151,0.0365420924059945
7D,HIGH,LINEAR,DT,0.8778292319658192,0.8778292319658049,0.9670606665495102,1.4803518995722282,1.0797071693079812,0.0351747005308842
7D,HIGH,LINEAR,GB,0.9368789091822564,0.9368789091822493,0.9757693957472752,1.0679236279377766,0.78152980306193,0.0254141534479006
7D,HIGH,LINEAR,KNN,0.9213851779508182,0.9213851779508092,0.9727172446083844,1.1938272008085793,0.8834685750348228,0.0287444671789492
7D,HIGH,LINEAR,LGBM,0.9400021180551776,0.9400021180551704,0.9764903537164532,1.0391781020451432,0.756238072488992,0.0246320070525744
7D,HIGH,LINEAR,LN,0.9351308783057654,0.9351308783057578,0.9754867577541434,1.0753373232558554,0.7869389590399607,0.0257359406888685
7D,HIGH,LINEAR,Lasso,0.934136854804855,0.9341368548048472,0.9752423775725872,1.083274482422515,0.7946951736041479,0.0259997185373021
7D,HIGH,LINEAR,RF,0.9391164511075056,0.9391164511074984,0.9765697897730212,1.045211953088302,0.7535264294838053,0.02456647680258
7D,HIGH,LINEAR,Ridge,0.9351309218553384,0.935130921855331,0.975486749163676,1.0753370364112904,0.7869392381599971,0.0257359485082481
7D,HIGH,LINEAR,SVR,0.9407315875307312,0.9407315875307242,0.9767271542009632,1.0351668858952408,0.7488886047795816,0.0243848447280764
7D,HIGH,LINEAR,XGB,0.9365729790861425,0.936572979086135,0.975987622607641,1.0685865129937866,0.7738140913690841,0.0251938813591887
7D,HIGH,MEAN,Ada,0.8710174338609779,0.8710174338609616,0.965474142279794,1.4550036765958825,1.1296071811864514,0.0367315774134241
7D,HIGH,MEAN,DT,0.8734030260089227,0.8734030260089081,0.9667657201278378,1.507448314302931,1.0909857363973343,0.0355394834623306
7D,HIGH,MEAN,GB,0.936124068926259,0.9361240689262516,0.9755775257594488,1.0735353528396696,0.7869742375400821,0.0256193873292704
7D,HIGH,MEAN,KNN,0.9211833697581596,0.9211833697581504,0.9725335340415572,1.1967671052946356,0.889872856412615,0.0289343701263523
7D,HIGH,MEAN,LGBM,0.939876007300408,0.939876007300401,0.9764141064852389,1.040447972713396,0.7580843079654158,0.0247129933426645
7D,HIGH,MEAN,LN,0.9325314574649082,0.9325314574649004,0.9749743461877955,1.0988144090203884,0.8047793376071113,0.0262979355252605
7D,HIGH,MEAN,Lasso,0.9318019228938154,0.9318019228938074,0.9747903315481402,1.1041235498371078,0.8102389178957258,0.0264961603406515
7D,HIGH,MEAN,RF,0.9391958632469,0.9391958632468927,0.9764837830914552,1.0462136559446582,0.7554195720639398,0.0246560453597841
7D,HIGH,MEAN,Ridge,0.932531510278452,0.9325315102784444,0.9749743337568806,1.0988138522949171,0.804779653426579,0.0262979470098791
7D,HIGH,MEAN,SVR,0.9382351592796762,0.938235159279669,0.9762229896638286,1.061417131547168,0.7668151375438927,0.0249396802294726
7D,HIGH,MEAN,XGB,0.937328628094151,0.9373286280941436,0.976115043128046,1.0587844639326902,0.7682660884346281,0.0250540507044535
7D,HIGH,SPLINE,Ada,0.8640006764515792,0.8640006764515618,0.9650290001278612,1.472990675361334,1.1464239412348565,0.0372543692904477
7D,HIGH,SPLINE,DT,0.8766764742965825,0.8766764742965684,0.9667001195162664,1.4918233568177286,1.0924857309137073,0.0355731689050147
7D,HIGH,SPLINE,GB,0.9357289016199636,0.935728901619956,0.9753881120895248,1.0806753298389444,0.7946123408617237,0.02582093766815
7D,HIGH,SPLINE,KNN,0.9101649571387987,0.910164957138789,0.9705080486414748,1.298244231321937,0.9661942802769796,0.0311757527005234
7D,HIGH,SPLINE,LGBM,0.940014408067578,0.9400144080675712,0.9763723802140098,1.039217522911307,0.7595542305365156,0.0247518460210109
7D,HIGH,SPLINE,LN,0.9200366098895432,0.9200366098895344,0.972571466503591,1.2085749799716847,0.8928574265071325,0.0289236956070413
7D,HIGH,SPLINE,Lasso,0.9196064225100292,0.91960642251002,0.9724606591244952,1.2121180601534904,0.8956083625589097,0.0290428465802588
