Level,Seed_Method,Model,NSE (↑),R2 (↑),Sim (↑),RMSE (↓),MAE (↓),NMAE (↓)
LOW,LINEAR,Ada,0.6335543331592018,0.6335543331590516,0.9405282135308066,1.499480869778732,1.1555505606499945,0.06586472627245271
LOW,LINEAR,DT,0.5187872970030063,0.5187872970028062,0.9371820912734488,1.7063346494272573,1.2379833405613898,0.0709215415827052
LOW,LINEAR,GB,0.752907468134725,0.7529074681346227,0.9557873242620805,1.2249823753057911,0.848267255862749,0.04848763915961124
LOW,LINEAR,KNN,0.7128156006204123,0.7128156006202933,0.952012952411853,1.3187854042554132,0.9247875282764434,0.0529286334471688
LOW,LINEAR,LGBM,0.7546349844084062,0.7546349844083046,0.9560634376381691,1.2210217082204855,0.842424901399621,0.04817815042765312
LOW,LINEAR,LN,0.7398623516294147,0.7398623516293075,0.9539679195494508,1.259478270312667,0.884968641281128,0.050533128345122615
LOW,LINEAR,Lasso,0.739477483789931,0.7394774837898234,0.9539189490083069,1.2600621391380615,0.8859485862255095,0.05058951257872749
LOW,LINEAR,RF,0.7143229241029833,0.7143229241028647,0.951911886260336,1.3147785042657678,0.9263017881390809,0.053014769320111066
LOW,LINEAR,Ridge,0.7398622669504615,0.7398622669503543,0.9539678540783305,1.2594784187459616,0.8849698810577392,0.05053319649954585
LOW,LINEAR,SVR,0.7520338538127428,0.7520338538126399,0.9565907076684714,1.2258954616410376,0.8335319550245386,0.047672637348125727
LOW,LINEAR,XGB,0.7412231089610417,0.7412231089609345,0.9550075197713982,1.255400130847368,0.8645371890068054,0.04945642779806125
LOW,MEAN,Ada,0.6404760240859454,0.6404760240857981,0.9413384442338532,1.4863085402199443,1.139643125803524,0.06495080532670772
LOW,MEAN,DT,0.5213789767185014,0.5213789767183027,0.938255873379686,1.7047867078491197,1.2178748784320694,0.06979324454680025
LOW,MEAN,GB,0.7526062180497676,0.7526062180496653,0.9555737557894431,1.226058208307038,0.8524192438203986,0.0487087892863616
LOW,MEAN,KNN,0.7076536717023099,0.7076536717021886,0.9515282817359977,1.3309912121245109,0.9349374895095826,0.053495949183652476
LOW,MEAN,LGBM,0.7543333088116471,0.7543333088115454,0.9560040000425287,1.220783341382608,0.8433630370748679,0.04824337844725644
LOW,MEAN,LN,0.7397618434441314,0.7397618434440241,0.9538964395526622,1.2596600646467178,0.8863254623413085,0.050606909164575616
LOW,MEAN,Lasso,0.7394911931864556,0.7394911931863482,0.9538812106331604,1.259972453648289,0.8866525068283081,0.050627450056992505
LOW,MEAN,RF,0.7168358370472228,0.7168358370471054,0.9517519380877604,1.3098499125535907,0.9289228459778037,0.0531379401288102
LOW,MEAN,Ridge,0.7397617525257181,0.7397617525256107,0.9538963680604926,1.25966022563489,0.8863268010616301,0.05060698362774607
LOW,MEAN,SVR,0.7496978902655844,0.7496978902654805,0.9562842193739246,1.2313347413122067,0.8397657404840462,0.04801688831942468
LOW,MEAN,XGB,0.7471267349646677,0.747126734964563,0.9553284127163223,1.2416972705453948,0.8572932283878325,0.04904723752226205
LOW,SPLINE,Ada,0.6416720438084967,0.6416720438083501,0.9415451961794123,1.4825797042765174,1.1362479630384796,0.06470700032023075
LOW,SPLINE,DT,0.4767167942188769,0.476716794218658,0.9362308732730563,1.7721384649014256,1.2628041873176892,0.07242462831059758
LOW,SPLINE,GB,0.755127935074262,0.7551279350741609,0.9558869029975712,1.2194847207117914,0.8457820828266726,0.04835511853918202
LOW,SPLINE,KNN,0.70956252381908,0.7095625238189596,0.951884538034468,1.3271219043370917,0.9281375391483306,0.05310858776578398
LOW,SPLINE,LGBM,0.7561930742017754,0.7561930742016744,0.9563924263289765,1.2165014882282632,0.8357855800310434,0.04782427792198089
LOW,SPLINE,LN,0.6997036240187028,0.6997036240185797,0.950108926045162,1.3495658766521867,0.967148004770279,0.055032956286767465
LOW,SPLINE,Lasso,0.6988155495025586,0.6988155495024351,0.9500092795457115,1.351428457762197,0.9692551951408385,0.05514964134313844
LOW,SPLINE,RF,0.7168959198557855,0.7168959198556681,0.9519707563866824,1.3093767121145343,0.9246476040186802,0.05292197568555666
LOW,SPLINE,Ridge,0.6997041899940406,0.6997041899939175,0.9501089152555249,1.3495644992029745,0.9671480607986451,0.055032959902376846
LOW,SPLINE,SVR,0.7537406562191307,0.7537406562190286,0.9567432860464,1.221889427625643,0.8303024807148139,0.047493220244342174
LOW,SPLINE,XGB,0.7481632192859968,0.7481632192858925,0.9555243969174987,1.2382317047953428,0.8532302241325378,0.04883037425313909
MED,LINEAR,Ada,0.7509607750229554,0.7509607750228475,0.9522654474929108,1.494752381899909,1.1706711606875497,0.05178594993625763
MED,LINEAR,DT,0.6637596086278891,0.6637596086277314,0.9497420076724251,1.7201618989903444,1.2471250159399847,0.055510078973957586
MED,LINEAR,GB,0.8305379541221528,0.8305379541220745,0.9635009364641319,1.21983728467594,0.8847057744917606,0.03921234384926671
MED,LINEAR,KNN,0.8050857964024728,0.8050857964023829,0.9602767345514237,1.3195668102877036,0.9727500127213343,0.04285941989540314
MED,LINEAR,LGBM,0.8373446789805339,0.8373446789804582,0.9646161890642758,1.1905964334608667,0.8551831375698941,0.037982514800650825
MED,LINEAR,LN,0.8190701817007493,0.8190701817006677,0.9622482541348897,1.2726955427328497,0.9207247740541186,0.0406526985306281
MED,LINEAR,Lasso,0.815818019430451,0.8158180194303679,0.96179105159045,1.2860641399341939,0.9327076528753552,0.04116386179585784
MED,LINEAR,RF,0.8354213550560509,0.8354213550559754,0.964326350284631,1.208689568882512,0.8645846403479576,0.03832388021177003
MED,LINEAR,Ridge,0.8190704546476258,0.8190704546475439,0.9622482235676387,1.272694746352639,0.9207254905019487,0.04065272589944382
MED,LINEAR,SVR,0.8336765483924378,0.8336765483923608,0.964738884534311,1.2109991580547006,0.8580826621811192,0.03792199594223754
MED,LINEAR,XGB,0.8289889415128472,0.8289889415127678,0.9635431635245055,1.2267924896482987,0.8835542279992785,0.03919281273790567
MED,MEAN,Ada,0.7460417304775574,0.7460417304774484,0.95158912389003,1.5097024599208992,1.1905865481227773,0.05253472542759209
MED,MEAN,DT,0.6779656433762323,0.6779656433760827,0.9504999159342654,1.6815031158439513,1.2278928917305811,0.05450088685254127
MED,MEAN,GB,0.8281438826584132,0.8281438826583339,0.9628953531528301,1.225806038632286,0.8995811828160402,0.0398613659605211
MED,MEAN,KNN,0.8065802351351429,0.8065802351350538,0.9602262587905905,1.3122091187505347,0.9734285899400711,0.042894495231738786
MED,MEAN,LGBM,0.8396159014250825,0.8396159014250072,0.9645214951388106,1.174164036782609,0.8549714487290168,0.03804672178507356
MED,MEAN,LN,0.8184429117740527,0.8184429117739705,0.9616104940217906,1.2735632516545508,0.9374286562715257,0.041315223404922934
MED,MEAN,Lasso,0.8157928940956545,0.8157928940955711,0.9611607997337738,1.285085615614019,0.9488970318181175,0.041810350024236394
MED,MEAN,RF,0.8371269742590478,0.8371269742589721,0.9643687825998501,1.1954939704761494,0.8624214257674556,0.03825023072327438
MED,MEAN,Ridge,0.8184432689656805,0.8184432689655984,0.9616104738725993,1.273562319622007,0.9374290700980594,0.04131523904375504
MED,MEAN,SVR,0.8324784666103123,0.832478466610235,0.9640779777252756,1.21328706201829,0.8733476135095681,0.03861389211781408
MED,MEAN,XGB,0.8313713858724489,0.8313713858723696,0.9638419880596129,1.2074895818437927,0.8742758406060082,0.038856607086772035
MED,SPLINE,Ada,0.7424478581613092,0.7424478581611982,0.9514293232512324,1.5331616036383162,1.2001467552626313,0.05274971181011535
