Level,Model,NSE (↑),R2 (↑),Sim (↑),RMSE (↓),MAE (↓)
LOW,Ada,0.6131532250273587,0.6131532250272002,0.9384578840040007,1.5410673805461812,1.19821269743736
LOW,DT,0.525967319373903,0.5259673193737066,0.9380998897177146,1.6989026862261467,1.219275018552939
LOW,GB,0.755464832940578,0.7554648329404767,0.9558222253239359,1.2191033881996312,0.8470021906912713
LOW,KNN,0.713254812427355,0.7132548124272361,0.9522698653906365,1.318319146243965,0.9201500051021575
LOW,LGBM,0.7588140256075956,0.7588140256074958,0.9563312051403633,1.2097434132817924,0.8363654890437373
LOW,LN,0.7416180371759218,0.7416180371758153,0.9542229850008606,1.2552404008470441,0.8797652092746722
LOW,Lasso,0.741212949661644,0.7412129496615372,0.9541806090828054,1.2558651591047962,0.8806252594838151
LOW,RF,0.7151723617392446,0.7151723617391263,0.9516728811238883,1.3135520994429175,0.9304289440449869
LOW,Ridge,0.7416178987291246,0.7416178987290181,0.954222902105368,1.2552406762130124,0.8797667791108743
LOW,SVR,0.7543621105937497,0.7543621105936478,0.9567136930924476,1.220162176446217,0.8307007978689211
LOW,XGB,0.7517267803406713,0.7517267803405685,0.9558502488760583,1.2285483183588595,0.8467979311943055
MED,Ada,0.7525071574003775,0.7525071574002705,0.9523852443677024,1.4990022917237693,1.1716099455238675
MED,DT,0.6810168667342298,0.681016866734082,0.9513210118095644,1.6786066493476992,1.2130357314603673
MED,GB,0.8300985543556884,0.8300985543556101,0.9636103309932412,1.2239675051497816,0.8829600167335985
MED,KNN,0.8101930874272936,0.8101930874272061,0.9607798465952919,1.3020005937563646,0.9601000278506958
MED,LGBM,0.8385429215318915,0.8385429215318164,0.9647001587728522,1.1868292621606387,0.8530699125034407
MED,LN,0.8226156609937654,0.8226156609936842,0.9625242984161302,1.2541712949969632,0.9108791104726431
MED,Lasso,0.8194647442783182,0.8194647442782357,0.9620548699905581,1.2672184194442533,0.9229956271408754
MED,RF,0.836795702370672,0.8367957023705969,0.9644634813270858,1.2016971913454828,0.8610857138216496
MED,Ridge,0.8226159645631824,0.8226159645631014,0.9625242739486067,1.2541704647339527,0.9108796329093176
MED,SVR,0.8358235676346805,0.835823567634604,0.9649788622281383,1.19889126534634,0.8504423408478293
MED,XGB,0.8331043198425478,0.8331043198424701,0.9643253573229443,1.2073346504926723,0.8639127336059298
HIGH,Ada,0.8629157216915999,0.8629157216915747,0.9651370581547816,1.4638399226024876,1.1432525352212093
HIGH,DT,0.879805793895758,0.8798057938957364,0.9668282182759285,1.4872344068149912,1.0857100265693667
HIGH,GB,0.9395837974520335,0.9395837974520229,0.9760205781126627,1.0572232532056531,0.7717345952136091
HIGH,KNN,0.92542180806441,0.9254218080643968,0.9729873338473063,1.1777639892929233,0.8718020181941987
HIGH,LGBM,0.942319538726834,0.942319538726824,0.9766460512159039,1.0306110491530056,0.7506210164216779
HIGH,LN,0.937380049613937,0.9373800496139257,0.9756103439766757,1.0644459202736656,0.7822897224440064
HIGH,Lasso,0.9354725754605382,0.9354725754605265,0.9752567674486368,1.080388464904344,0.7934652706085258
HIGH,RF,0.941194977589116,0.9411949775891055,0.9765671195991749,1.0375506728636166,0.7522717998847962
HIGH,Ridge,0.9373801106818014,0.9373801106817904,0.9756103479850015,1.0644454864638178,0.7822894792431205
HIGH,SVR,0.9426707868668883,0.9426707868668782,0.9768483203825342,1.0258314921558074,0.7432474282054032
HIGH,XGB,0.9406531855575756,0.940653185557565,0.9762716327358963,1.0418268828758452,0.7615548068523407
