Level,Seed_Method,Model,NSE (↑),R2 (↑),Sim (↑),RMSE (↓),MAE (↓)
LOW,MICE_LGBM,Ada,0.6589919646142577,0.6589919646141612,0.9405196167497648,1.4738297258988178,1.1510767678627933
LOW,MICE_LGBM,DT,0.5435382463906273,0.5435382463904972,0.9378732338311907,1.693658989587473,1.2239568641781806
LOW,MICE_LGBM,GB,0.7675659905615467,0.7675659905614806,0.9558185796007277,1.2094971991312111,0.8451508440444248
LOW,MICE_LGBM,KNN,0.7317389979633797,0.731738997963303,0.9517438885846712,1.2964217365211104,0.9272053573812756
LOW,MICE_LGBM,LGBM,0.7668697488920375,0.7668697488919711,0.9558980112039193,1.2099244265001565,0.8435248538274974
LOW,MICE_LGBM,LN,0.7620723595118473,0.7620723595117795,0.955302729188771,1.2252808186971391,0.8560632072980146
LOW,MICE_LGBM,Lasso,0.7621488381533436,0.7621488381532759,0.955133381949522,1.225199256052881,0.8591500133128273
LOW,MICE_LGBM,RF,0.7248924951235454,0.7248924951234668,0.9513408893990987,1.3133785505621818,0.9362658705060678
LOW,MICE_LGBM,Ridge,0.7620723888341008,0.762072388834033,0.9553026518665615,1.2252807081895887,0.8560645977450179
LOW,MICE_LGBM,SVR,0.7642831521360915,0.7642831521360243,0.9563467897290501,1.2169058773928043,0.8363363366419695
LOW,MICE_LGBM,XGB,0.7539970883506693,0.7539970883505993,0.9551433916230558,1.2454691897195347,0.860542208467211
LOW,MICE_LINEAR,Ada,0.6503806879108605,0.6503806879107611,0.9398157705418013,1.4895183867384643,1.1639016177275066
LOW,MICE_LINEAR,DT,0.5349669115451108,0.5349669115449787,0.9374295507627685,1.714877857306031,1.2342932689027721
LOW,MICE_LINEAR,GB,0.7673705479274332,0.7673705479273669,0.9557838211810011,1.2100211839290256,0.8458737154955963
LOW,MICE_LINEAR,KNN,0.7283778959555741,0.7283778959554965,0.9515211903989829,1.3039130664128582,0.9319553341184345
LOW,MICE_LINEAR,LGBM,0.7666243267312469,0.7666243267311805,0.9559527200291267,1.2110534033471954,0.8426372331745866
LOW,MICE_LINEAR,LN,0.7620659266032371,0.7620659266031694,0.9553029037249517,1.2253080681906319,0.8560648718902042
LOW,MICE_LINEAR,Lasso,0.7621463537264306,0.7621463537263629,0.9551339581169462,1.2252119091013443,0.8591421811921256
LOW,MICE_LINEAR,RF,0.7274807942503492,0.7274807942502713,0.9513218691512746,1.3073236703633593,0.9358252032702805
LOW,MICE_LINEAR,Ridge,0.7620659595310837,0.762065959531016,0.9553028214998767,1.2253079491180787,0.856066346679415
LOW,MICE_LINEAR,SVR,0.7642136061171307,0.7642136061170635,0.9563491634247561,1.2170611870109125,0.8363081412488166
LOW,MICE_LINEAR,XGB,0.7565757682987508,0.7565757682986815,0.9551994846286989,1.2372896625885499,0.8587020102569034
MEDIUM,MICE_LGBM,Ada,0.7559236996890208,0.7559236996889387,0.9518730400678621,1.4979065358126962,1.179184294401395
MEDIUM,MICE_LGBM,DT,0.6727060263578929,0.6727060263577768,0.9497303137607084,1.6763541727859512,1.2362117457268191
MEDIUM,MICE_LGBM,GB,0.8297146859402839,0.8297146859402224,0.9627746052936272,1.2083506845277472,0.8930674454527191
MEDIUM,MICE_LGBM,KNN,0.7971696920216251,0.7971696920215514,0.9594335825884909,1.3171747539549563,0.9803112251296335
MEDIUM,MICE_LGBM,LGBM,0.8352451812496466,0.8352451812495864,0.9636357777182883,1.1817470222119488,0.8705910501841215
MEDIUM,MICE_LGBM,LN,0.8205198013726126,0.8205198013725481,0.9616040857757275,1.242023149511484,0.9228830327296235
MEDIUM,MICE_LGBM,Lasso,0.8182385731302687,0.818238573130203,0.9611974128006756,1.2498277112177656,0.9319683012591143
MEDIUM,MICE_LGBM,RF,0.8329196611649936,0.832919661164933,0.9632960826714771,1.1962689805241158,0.8825813765805596
MEDIUM,MICE_LGBM,Ridge,0.8205201414428636,0.8205201414427992,0.9616040701106491,1.2420224182164143,0.9228834105374096
MEDIUM,MICE_LGBM,SVR,0.8318137931850266,0.831813793184965,0.9637191705971776,1.18951924145686,0.8695532760257588
MEDIUM,MICE_LGBM,XGB,0.827672823571133,0.8276728235710701,0.9628506313989247,1.2066183387606013,0.8906101853750191
MEDIUM,MICE_LINEAR,Ada,0.7580617947494306,0.7580617947493486,0.9521575917618504,1.4850574201691102,1.1688844654995132
MEDIUM,MICE_LINEAR,DT,0.6629630882403418,0.6629630882402233,0.9491260654845863,1.6996702394243506,1.2534183747549446
MEDIUM,MICE_LINEAR,GB,0.829322996187136,0.8293229961870742,0.9628109464861371,1.2080612964868667,0.8920974868171753
MEDIUM,MICE_LINEAR,KNN,0.7969014374599626,0.7969014374598886,0.9594331227407326,1.3167816818148983,0.9801147957359043
MEDIUM,MICE_LINEAR,LGBM,0.8352467460155791,0.835246746015519,0.9636623286776401,1.180654676647941,0.8696015404843506
MEDIUM,MICE_LINEAR,LN,0.8204312436237423,0.8204312436236778,0.9615556222392788,1.243186660600528,0.9245172009419422
MEDIUM,MICE_LINEAR,Lasso,0.8181282338283744,0.8181282338283091,0.9611439835406367,1.251244374023279,0.9337813560573425
MEDIUM,MICE_LINEAR,RF,0.8328759460074885,0.8328759460074278,0.9632624600271986,1.198002820611571,0.8837882620509792
MEDIUM,MICE_LINEAR,Ridge,0.8204315740890694,0.820431574089005,0.9615556171313896,1.2431856521620603,0.9245172039829954
MEDIUM,MICE_LINEAR,SVR,0.8318046107062129,0.8318046107061513,0.9637193924417303,1.1896067518247284,0.869551922995076
MEDIUM,MICE_LINEAR,XGB,0.8246355680953287,0.8246355680952643,0.9626513485794005,1.214155120038283,0.8943367193061479
HIGH,MICE_LGBM,Ada,0.883564609524423,0.8835646095244087,0.9665630900409512,1.4005930290160138,1.0889764803065196
HIGH,MICE_LGBM,DT,0.8796134525339164,0.8796134525339023,0.9672674473351108,1.4684815205498327,1.0707571716036115
HIGH,MICE_LGBM,GB,0.9382514391086554,0.9382514391086483,0.9760874985821393,1.051647525173461,0.768447656649861
HIGH,MICE_LGBM,KNN,0.9236666538899091,0.9236666538899001,0.9730707186600293,1.1767524840383932,0.8701357089110783
HIGH,MICE_LGBM,LGBM,0.9412511864494821,0.9412511864494753,0.9767497870845516,1.0243063854127201,0.745685375085548
HIGH,MICE_LGBM,LN,0.9367625959130017,0.9367625959129943,0.9758804068533478,1.0567922704107235,0.7712979409902202
HIGH,MICE_LGBM,Lasso,0.9353904555348285,0.9353904555348209,0.9755295335516847,1.0687002825593406,0.78292954716188
HIGH,MICE_LGBM,RF,0.9401302893973396,0.9401302893973323,0.9767316655625763,1.0322387527286776,0.7454715730707134
HIGH,MICE_LGBM,Ridge,0.9367626643590345,0.9367626643590272,0.9758803965947862,1.0567915863350554,0.7712982298504758
HIGH,MICE_LGBM,SVR,0.9421430051117408,0.9421430051117339,0.9771048409797279,1.0172801756733991,0.7337603231945448
HIGH,MICE_LGBM,XGB,0.9381373648726633,0.9381373648726559,0.9762466918158279,1.0494842380869476,0.7633813746997288
HIGH,MICE_LINEAR,Ada,0.8791737284364184,0.8791737284364034,0.966431294600806,1.409148381207649,1.0940578044188825
HIGH,MICE_LINEAR,DT,0.877490905099519,0.8774909050995043,0.9671620960461682,1.4787624674197541,1.076035736465454
HIGH,MICE_LINEAR,GB,0.9384384790453032,0.9384384790452961,0.9761284307469087,1.0501798950138443,0.7669357876588201
HIGH,MICE_LINEAR,KNN,0.9233122122879582,0.9233122122879494,0.9730392067882851,1.1788295555484742,0.8713671362808771
HIGH,MICE_LINEAR,LGBM,0.9407827795139302,0.9407827795139232,0.9767123871879144,1.0276233078757573,0.7470086306123578
HIGH,MICE_LINEAR,LN,0.936761793745173,0.9367617937451657,0.975880453162231,1.0567990907185085,0.7712954744407109
HIGH,MICE_LINEAR,Lasso,0.9353909731117883,0.9353909731117809,0.9755301876351992,1.0686837852389626,0.7829016728128706
HIGH,MICE_LINEAR,RF,0.9400856367861381,0.9400856367861311,0.9767545088318532,1.0326874823200334,0.7452132871785335
HIGH,MICE_LINEAR,Ridge,0.9367618232995101,0.9367618232995025,0.9758804429171039,1.0567989033710066,0.7712958316939219
HIGH,MICE_LINEAR,SVR,0.9421431712564216,0.9421431712564149,0.9771050452833285,1.0172738285654237,0.7337510285105145
HIGH,MICE_LINEAR,XGB,0.9384675103507815,0.938467510350774,0.9763051321813766,1.0472233405102613,0.7601857005868637
