Level,Seed_Method,Model,NSE (↑),R2 (↑),Sim (↑),RMSE (↓),MAE (↓)
MEDIUM,MICE_LINEAR,Ridge,0.8377919244062892,0.8377919244058116,0.9629273633798271,1.1256419913776423,0.8734126170192447
MEDIUM,MICE_LINEAR,SVR,0.8592137845623384,0.8592137845619139,0.9670145298498418,1.0467078075360514,0.7783459704111674
MEDIUM,MICE_LINEAR,XGB,0.8510196213691846,0.8510196213687458,0.965773615551386,1.0838096492564446,0.8093925671918054
HIGH,MICE_LGBM,Ada,0.8795344592315694,0.8795344592314761,0.964116863182737,1.5049183035501466,1.173936329421491
HIGH,MICE_LGBM,DT,0.8905902991931728,0.8905902991930875,0.9672824886865873,1.477758137266437,1.0788500170707702
HIGH,MICE_LGBM,GB,0.939283954540163,0.939283954540114,0.9747650979890092,1.0895408373541768,0.8112512960248666
HIGH,MICE_LGBM,KNN,0.9326362947059781,0.9326362947059238,0.973525189334893,1.1451716690538982,0.8528200434684752
HIGH,MICE_LGBM,LGBM,0.9454625999175302,0.9454625999174863,0.9760406713216371,1.0312440832900815,0.7669173791043989
HIGH,MICE_LGBM,LN,0.9374252347910513,0.9374252347909996,0.9751493629351907,1.0881588895034564,0.7981451289600103
HIGH,MICE_LGBM,Lasso,0.9343546230359778,0.9343546230359238,0.9745628184247427,1.1126986020608094,0.8168117307085697
HIGH,MICE_LGBM,RF,0.9453364534748809,0.9453364534748365,0.97637757990659,1.0239669005778766,0.756774004009366
HIGH,MICE_LGBM,Ridge,0.937425306611282,0.9374253066112302,0.9751493403475314,1.0881589460715524,0.7981458394245631
HIGH,MICE_LGBM,SVR,0.9437656231511354,0.9437656231510894,0.9761912886080281,1.0418900965960034,0.7648804254819414
HIGH,MICE_LGBM,XGB,0.9449026758180703,0.9449026758180255,0.9759485786386491,1.0364373923475916,0.7706371650695801
HIGH,MICE_LINEAR,Ada,0.880793064272525,0.8807930642724329,0.9641717536145545,1.4947387821714946,1.1717372855395964
HIGH,MICE_LINEAR,DT,0.8780800539165504,0.8780800539164554,0.9668140258983634,1.5101624951997545,1.0925000256061557
HIGH,MICE_LINEAR,GB,0.9391829395445881,0.9391829395445389,0.9748338802142765,1.0883439899879692,0.8085945150718535
HIGH,MICE_LINEAR,KNN,0.9326945594653676,0.9326945594653133,0.973533268710088,1.1440970574746474,0.8524300459861754
HIGH,MICE_LINEAR,LGBM,0.9452424805377311,0.9452424805376871,0.9760404846335837,1.0336901597816108,0.7676256595325036
HIGH,MICE_LINEAR,LN,0.9374251381800586,0.9374251381800071,0.9751493910738975,1.0881600444869064,0.7981437205553056
HIGH,MICE_LINEAR,Lasso,0.9343545559129403,0.9343545559128862,0.9745628104944042,1.1126991777302047,0.8168117814540863
HIGH,MICE_LINEAR,RF,0.9461002634086952,0.9461002634086513,0.9765498033503279,1.0188016949262613,0.7507300027400255
HIGH,MICE_LINEAR,Ridge,0.9374251975224225,0.9374251975223704,0.9751493614662762,1.088160132335475,0.7981446863889694
HIGH,MICE_LINEAR,SVR,0.9437672371630711,0.9437672371630249,0.9761914074516573,1.0418777816770415,0.7648746608118876
HIGH,MICE_LINEAR,XGB,0.9453009304636294,0.9453009304635853,0.9761191458385476,1.0299565948994507,0.7648566495895385
